"ClipID","MEDIA_FILE","CODEC","MD5SUM","DURATION"
"286","HVC286.mp4","H.264/MPEG4 AVC High Profile Level 3","348fd0a2e8197acead5df8ddd4b366a7","31"
"288","HVC288.mp4","H.264/MPEG4 AVC High Profile Level 3","114a7caed7489a3aec7d56102cdf2a47","57"
"314","HVC314.mp4","H.264/MPEG4 AVC High Profile Level 1.3","0784a68d8095990b2ef30e20bf50d97d","17"
"326","HVC326.mp4","H.264/MPEG4 AVC High Profile Level 2.2","5f10912578db1bf6ac0318b1389b187b","48"
"328","HVC328.mp4","H.264/MPEG4 AVC High Profile Level 2.1","d87f7915d566c668a2786195a165da85","34"
"332","HVC332.mp4","H.264/MPEG4 AVC High Profile Level 2.2","857a67ae9b06ddb565ee52414ff079be","233"
"333","HVC333.mp4","H.264/MPEG4 AVC High Profile Level 3.1","5f6b8477bee800d37e9bee86e62784d1","678"
"356","HVC356.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","31a5e67a1d4bfba6c5e890ddb9675825","60"
"443","HVC443.mp4","H.264/MPEG4 AVC High Profile Level 1.3","7231286e64cfa43b77397d155fc01afc","88"
"468","HVC468.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","ea088d01c549bf18eaec22add55cfc52","653"
"472","HVC472.mp4","H.264/MPEG4 AVC High Profile Level 2.1","ece25c173b51a5c07ab5f77a2abec8e0","35"
"476","HVC476.mp4","H.264/MPEG4 AVC High Profile Level 2.1","22ec79eaf643dc411480061641ae0098","28"
"477","HVC477.mp4","H.264/MPEG4 AVC High Profile Level 2.1","f08f22716c362ae54a9860b8e9ce2336","13"
"479","HVC479.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","a05465140666a889e7555ac4c44a54c3","317"
"480","HVC480.mp4","H.264/MPEG4 AVC High Profile Level 2.1","0242a54a690bad09308dbc3a948a6b7d","22"
"481","HVC481.mp4","H.264/MPEG4 AVC High Profile Level 2.1","2b9a2eae277613de9c51fdaa0d2e7a8f","15"
"505","HVC505.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","dad5411f128f78d7d963ef2474e9f32a","39"
"516","HVC516.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","e0be937e7e87f422ec5cca15ad599972","51"
"522","HVC522.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","ab8b379f935ef0a3d9cf5a767add00ae","35"
"532","HVC532.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","1f7fb8cb3156c67a58d64d8be0028cf1","60"
"535","HVC535.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","e82665483437121ec86ab07915009cbb","524"
"624","HVC624.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","184cb55bced161c36781094aeaf29f60","86"
"633","HVC633.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","6402f1ada696a4a66f8dad32afd5c4e3","13"
"657","HVC657.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","4338457eab2add1efb0e8024237f32f4","115"
"675","HVC675.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","0c2ba8d0398055ca16062de134f17847","168"
"677","HVC677.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","874cd6a174491be94f1981a19a4d3a8d","50"
"680","HVC680.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","b38feba171b1b0110715ecae0d2da665","120"
"709","HVC709.mp4","H.264/MPEG4 AVC High Profile Level 3.1","c5443364f419f17b6165ee06bf326c6f","26"
"713","HVC713.mp4","H.264/MPEG4 AVC High Profile Level 3.1","38fef42097ee99ea9a3b6099f20ddf6d","68"
"716","HVC716.mp4","H.264/MPEG4 AVC High Profile Level 3.1","6c5a0feb58821ca63c7153776939e7a9","239"
"717","HVC717.mp4","H.264/MPEG4 AVC High Profile Level 3","5efc558780db24c71aac0687b78d832e","39"
"720","HVC720.mp4","H.264/MPEG4 AVC High Profile Level 3.1","e2a9f4290e582e6a648517597780cff0","384"
"721","HVC721.mp4","H.264/MPEG4 AVC High Profile Level 3.1","7f35510d7180753ee05e4b11599cbb12","1350"
"725","HVC725.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","f35dac4d37523e830c38441f15a1d2ea","284"
"728","HVC728.mp4","H.264/MPEG4 AVC High Profile Level 3.1","3d092516c9a66b259a27c9880783ef8c","182"
"729","HVC729.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","ec29be9318c4367866e820e238fce462","30"
"731","HVC731.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","09a58befaa8051670fa71078e6e60b7a","137"
"736","HVC736.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","3113201e232d8a9416732fca173cb00a","60"
"739","HVC739.mp4","H.264/MPEG4 AVC High Profile Level 3","54dd67a085d15fb2d5ce9516aa002d41","56"
"741","HVC741.mp4","H.264/MPEG4 AVC High Profile Level 3.1","edf335f5afd608371ddb8b9ed550329c","41"
"745","HVC745.mp4","H.264/MPEG4 AVC High Profile Level 3","4e4ba72c577c7e8daa56c61a45287a79","48"
"755","HVC755.mp4","H.264/MPEG4 AVC High Profile Level 3","75fa6e51a18b60ee22cebc5936555373","39"
"788","HVC788.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","3e2de5e4d39d8c75ccda7af1cff434a9","88"
"855","HVC855.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","6d48d1444ef33dd23a73fc0d172099c9","53"
"857","HVC857.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","191c21eac68afab1f5a7aaaba548bf6b","154"
"871","HVC871.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","69b90069218127b0c42d23da3d55ee2c","79"
"872","HVC872.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","eaff928b56dfd95fc940b694c78c8190","47"
"883","HVC883.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","2310f42ebdd430bb1be8f3212268a5b8","142"
"887","HVC887.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","a707690830cf24c0f878f25f78a3d959","263"
"893","HVC893.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","a427f0b4f7371f34635946f80be56050","209"
"918","HVC918.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","6156fb7ddc85a7fe7fd98796fd3147d8","3210"
"919","HVC919.mp4","H.264/MPEG4 AVC High Profile Level 3.1","fe875df81714abf21b509f2592bdc65c","112"
"921","HVC921.mp4","H.264/MPEG4 AVC Baseline Profile Level 1.3","ed64428e90b3bf457491200ca648d6eb","35"
"961","HVC961.mp4","H.264/MPEG4 AVC High Profile Level 3","6343ded2ae898a2bb3905f5a7b53a18f","72"
"1035","HVC1035.mp4","H.264/MPEG4 AVC High Profile Level 3","a8b7bd1d07fdd6d37902c151a093dc07","28"
"1037","HVC1037.mp4","H.264/MPEG4 AVC High Profile Level 3","7986b1554bbeebcc7f24942313b58fb9","15"
"1039","HVC1039.mp4","H.264/MPEG4 AVC High Profile Level 3.1","2f9ffb13dcb6eae57b3f67cc927d0d48","181"
"1063","HVC1063.mp4","H.264/MPEG4 AVC High Profile Level 1.3","e0ce0df735e935e46d69ad9bf08f78bc","86"
"1064","HVC1064.mp4","H.264/MPEG4 AVC High Profile Level 1.3","cff8ce500f48f98c0cb8d88c2ac50cc3","76"
